word,stressed_letter,stressed_letter_index
Берта,е,1
берцовый,о,4
бес,е,1
беседа,е,3
беседка,е,3
беседовать,е,3
бесить,и,3
беситься,и,3
бесквартирный,и,8
бесклассовый,а,5
бескозырка,ы,6
бескомпромиссность,и,10
бесконечность,е,6
бесконтактный,а,7
бесконтрольность,о,8
бескорыстие,ы,6
бескостный,о,4
бескрылый,ы,5
бескультурье,у,8
бесноватый,а,6
бесноваться,а,6
бесовский,о,3
беспамятство,а,4
бесперспективность,и,11
беспечность,е,4
беспилотный,о,6
бесплатный,а,5
бесплодие,о,5
бесплодность,о,5
беспокоить,о,6
беспокоиться,о,6
беспокойство,о,6
бесполезность,е,6
бесполый,о,4
беспомощность,о,4
беспорядок,я,6
беспошлинный,о,4
беспощадность,а,6
бесправие,а,5
беспредел,е,7
беспредельность,е,7
беспредельщик,е,7
беспрепятственно,я,7
беспрестанно,а,8
бесприданница,а,7
беспризорник,о,7
беспризорность,о,7
беспримесный,и,5
беспринципность,и,8
беспристрастность,а,9
беспричинно,и,7
беспроблемный,е,8
беспроводной,о,10
беспроволочный,о,5
беспроцентный,е,7
бессилие,и,4
бессимптомный,о,8
бессмертие,е,5
бессмертник,е,5
бессмысленно,ы,5
бессмысленность,ы,5
бессмыслица,ы,5
бессовестность,о,4
бессонница,о,4
бессонный,о,4
бессребреник,е,5
бесстрашие,а,6
бесстыдство,ы,5
бесстыжий,ы,5
бессудный,у,4
бестактность,а,4
бестия,е,1
бестолковость,о,7
бестолковщина,о,7
бестолковый,о,7
бестолочь,е,1
бестселлер,е,5
бесформенность,о,4
бесхвостый,о,5
бесхозяйный,я,6
бесхозяйственность,я,6
бесцеремонность,о,8
бесчеловечность,е,8
бесчестье,е,4
бесчинство,и,4
бесчинствовать,и,4
бесчувствие,у,4
бесшабашность,а,6
бесшовный,о,4
бета,е,1
бетон,о,3
бетонирование,и,5
бетонка,о,3
бетонный,о,3
бетономешалка,а,9
Бехтерев,е,1
бешенство,е,1
бешеный,е,1
бзик,и,2
биатлон,о,5
биатлонист,и,7
биатлонный,о,5
библейский,е,4
библиографический,и,10
библиография,а,8
библиотека,е,7
библиотекарша,е,7
библиотекарь,е,7
библиотечка,е,7
библиотечный,е,7
библиофил,и,7
бивак,а,3
бивуак,а,4
бигуди,и,5
биде,е,3
бидон,о,3
бидончик,о,3
биение,е,2
бижутерия,е,5
бизнес,и,1
бизнесмен,е,7
бизон,о,3
бикини,и,3
бикс,и,1
билет,е,3
билетный,е,3
бильярд,я,4
бильярдная,я,4
бильярдный,я,4
бимс,и,1
бинарный,а,3
биндюжник,ю,4
бинокль,о,3
бином,о,3
бинт,и,1
бинтовать,а,6
биогенный,е,4
биогеохимический,и,9
биогеоценоз,о,9
биограф,о,2
биографический,и,7
биография,а,5
биолог,о,2
биологический,и,6
биология,о,4
биомасса,а,4
биомеханика,а,6
биополе,о,4
биопрепарат,а,9
биоресурсы,у,6
биоритм,и,4
биосинтез,и,4
биостанция,а,5
биосфера,е,5
биосферный,е,5
биотехнологический,и,11
биотехнология,о,9
биотоп,о,4
биотопливо,о,4
биофак,а,4
биофизик,и,4
биофизика,и,4
биохимик,и,4
биохимический,и,6
биохимия,и,4
биоценоз,о,6
биполярный,я,5
биржа,и,1
биржевой,о,6
бирка,и,1
бирюза,а,5
бирюзовый,о,5
бирюк,ю,3
бис,и,1
бис,и,1
бисер,и,1
бисеринка,и,1
бисерный,и,1
бисквит,и,5
бистро,о,5
бит,и,1
бита,,-1
битва,и,1
битком,о,4
битник,и,1
биток,о,3
битум,,-1
битый,и,1
бить,и,1
биться,и,1
битюг,ю,3
бифуркация,а,6
бифштекс,е,5
бихевиоризм,и,8
бич,и,1
бичевать,а,5
бишь,и,1
благоверный,е,6
благоверный,е,6
благовест,а,2
благовестие,е,6
благоволение,е,8
благоволить,и,8
благовоние,о,6
благоглупость,у,7
благоговение,е,8
благоговеть,е,8
благодарение,е,8
благодарить,и,8
благодарность,а,6
благодарственный,а,6
благодарствовать,а,6
благодаря,я,8
благодать,а,6
благоденствие,е,6
благоденствовать,е,6
благодетель,е,6
благодетельница,е,6
благодеяние,я,7
благодушие,у,6
благожелательность,а,8
благой,о,4
благолепие,е,6
благополучие,у,8
благоприятность,я,8
благоприятствование,я,8
благоприятствовать,я,8
благоразумие,у,8
благорасположение,е,13
благородие,о,6
благородство,о,6
благосклонность,о,8
благословение,е,9
благословить,и,9
благословлять,я,10
благосостояние,я,10
благость,а,2
благотворитель,и,9
благотворительность,и,9
благотворительный,и,9
благоустроить,о,9
благоустройство,о,9
благоухание,а,7
благоухать,а,7
благочестивый,и,9
благочестие,е,6
благочиние,и,6
блаженнейший,е,4
блаженство,е,4
блаженствовать,е,4
блажить,и,4
блажь,а,2
бланк,а,2
бланшировать,а,9
блат,а,2
блатарь,а,4
блатной,о,5
блатной,о,5
блевать,а,4
блевотина,о,4
